SiteName,SiteID,PrimaryUse,Borough,AreaHa,Easting,Northing,Qualifier,Access,DataSource,DataVersion,ReleaseDate,Copyright
Marley Road Rough/Bridge Farm Open Space,OS_Ea_0289,Nature reserve,Ealing,1.1587,513179,183064,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Medlar Park,OS_Ea_0295,Park,Ealing,2.8403,512354,183401,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Northala Fields (Northolt and Greenford Country Park),OS_Ea_0316,Park,Ealing,18.038,512798,183573,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Brabazon Road Open Space by no. 177,OS_Ho_0152,Amenity green space,Hounslow,0.1178,511529,177009,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Beaversfield Park,OS_Ho_0217,Park,Hounslow,3.8144,512022,175887,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Islip Manor Meadows,OS_Ea_0244,Nature reserve,Ealing,18.7639,511838,184461,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Lime Tree Park,OS_Ea_0266,Park,Ealing,9.3147,511726,183583,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Bourne Park (Hillingdon),OS_Hi_0031,Park,Hillingdon,2.4891,511246,184938,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Yeading Brook Corridor,OS_Hi_0405,Common,Hillingdon,23.041,511691,181392,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Greenway - Amenity Grassland,OS_Hi_0451,Amenity green space,Hillingdon,4.4466,510737,182109,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Shakespeare Avenue Open Space,OS_Hi_0445,Amenity green space,Hillingdon,3.0183,510997,181900,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Footpath and scrub,OS_Hi_0111,Nature reserve,Hillingdon,2.398,512300,181438,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Crescent Open Space,OS_Ea_0449,Formal garden,Ealing,0.1481,512593,179887,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Hitherbroom Park,OS_Hi_0180,Park,Hillingdon,1.1736,510653,180423,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Minet Country Park,OS_Hi_0232,Country park,Hillingdon,35.329,511019,180141,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Rushdene Crescent (West),OS_Ea_0382,Amenity green space,Ealing,0.0963,511052,182914,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Yeading Lane Estate Open Space,OS_Ea_0516,Amenity green space,Ealing,0.4307,511698,182812,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Down Way Playground,OS_Ea_0122,Park,Ealing,0.6108,510755,183023,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Bemore Playing Fields,OS_Hi_0417,Playing fields,Hillingdon,6.6364,510589,181958,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
London Wildlife Trust Yeading Brook Meadows,OS_Hi_0437,Nature reserve,Hillingdon,23.1755,510318,182264,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Yeading Brook Meadows,OS_Hi_0408,Nature reserve,Hillingdon,13.9283,510244,182553,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Yeading Brook BMX Track,OS_Hi_0404,Youth area,Hillingdon,1.2118,510090,182851,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Waye Avenue Open Space,OS_Ho_0360,Park,Hounslow,2.6602,510223,176443,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Chester Road,OS_Ho_0071,Amenity green space,Hounslow,0.1831,511041,175787,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Avenue Gardens (Hounslow),OS_Ho_0156,Formal garden,Hounslow,0.2056,510509,177153,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Green Space near Quinton Close,OS_Ho_0305,Amenity green space,Hounslow,0.7987,510632,177404,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Hatton Green,OS_Ho_0190,Amenity green space,Hounslow,0.0924,510192,175119,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Open Space in front of 101-137 Great South West Road,OS_Ho_0089,Amenity green space,Hounslow,0.745,510975,176105,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Gutteridge Woods,OS_Hi_0426,Nature reserve,Hillingdon,25.0381,509092,184237,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Yeading Brook Meadows North,OS_MB_0019,Nature reserve,Ealing; Hillingdon,22.1595,509799,183232,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Botwell Green (Hillingdon),OS_Hi_0027,Park,Hillingdon,16.5615,508352,178007,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Frogs Ditch Park,OS_Hi_0123,Park,Hillingdon,2.5164,509635,178235,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Watersplash Lane Yeading Brook,OS_Ho_0309,Nature reserve,Hounslow,4.609,510431,178552,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Hayes End Community Park,OS_Hi_0162,Recreation ground,Hillingdon,7.8811,508409,181772,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Rosedale Park,OS_Hi_0466,Recreation ground,Hillingdon,2.7356,509251,181551,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Lake Gardens,OS_Hi_0200,Park,Hillingdon,1.1552,509477,180375,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Barra Hall Park,OS_Hi_0013,Park,Hillingdon,8.7096,509491,181042,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
St Mary's Churchyard,OS_Hi_0449,Cemetery/churchyard,Hillingdon,1.3665,509729,181109,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Lake Farm Country Park,OS_Hi_0199,Country park,Hillingdon,26.4548,509011,180382,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Yeading Woods,OS_Hi_0414,Park,Hillingdon,0.7905,508579,184374,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Windsor Avenue,OS_Hi_0397,Amenity green space,Hillingdon,0.9513,508199,184301,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Gainsborough Road Open Spaces,OS_Hi_0124,Recreation ground,Hillingdon,25.1547,508430,183474,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Alexandra Park (Harrow),OS_Hr_0002,Park,Harrow,9.1849,513574,185861,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
